?cosing_ref	?gene_count	?cosing_inci	?cas_list	?function_list
<http://example.org/cosing/ref/38052>	46	"SODIUM SALICYLATE"	"https://identifiers.org/cas/54-21-7"	"DENATURANT,PRESERVATIVE"
<http://example.org/cosing/ref/32853>	45	"CINNAMYL ALCOHOL"	"https://identifiers.org/cas/104-54-1"	"FLAVOURING,PERFUMING"
<http://example.org/cosing/ref/34128>	45	"GLYCOL"	"https://identifiers.org/cas/107-21-1"	"SOLVENT,VISCOSITY CONTROLLING,HUMECTANT"
<http://example.org/cosing/ref/96124>	45	"NOBILETIN"	"https://identifiers.org/cas/478-01-3"	"ANTIMICROBIAL,ANTIOXIDANT,PRESERVATIVE"
<http://example.org/cosing/ref/36983>	45	"POTASSIUM IODIDE"	"https://identifiers.org/cas/7681-11-0"	"ANTIMICROBIAL"
<http://example.org/cosing/ref/83732>	45	"METHYL METHACRYLATE"	"https://identifiers.org/cas/80-62-6"	"ANTICAKING,OPACIFYING"
<http://example.org/cosing/ref/95453>	44	"1-NITROPROPANE"	"https://identifiers.org/cas/108-03-2"	"SOLVENT"
<http://example.org/cosing/ref/55088>	44	"CARNOSINE"	"https://identifiers.org/cas/305-84-0"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/91603>	44	"SODIUM CHOLATE"	"https://identifiers.org/cas/361-09-1"	"SKIN PROTECTING,SKIN CONDITIONING"
<http://example.org/cosing/ref/31506>	44	"2-NITRO-P-PHENYLENEDIAMINE"	"https://identifiers.org/cas/5307-14-2"	"HAIR DYEING"
<http://example.org/cosing/ref/37595>	44	"SALICYLIC ACID"	"https://identifiers.org/cas/69-72-7"	"ANTI-SEBORRHEIC,HAIR CONDITIONING,KERATOLYTIC,PRESERVATIVE,FRAGRANCE,SKIN CONDITIONING"
<http://example.org/cosing/ref/37569>	44	"SACCHARIN"	"https://identifiers.org/cas/81-07-2"	"ORAL CARE,FRAGRANCE"
<http://example.org/cosing/ref/59781>	44	"TOLUENE-2,6-DIAMINE"	"https://identifiers.org/cas/823-40-5"	"HAIR DYEING"
<http://example.org/cosing/ref/75065>	44	"CHITOSAN"	"https://identifiers.org/cas/9012-76-4"	"FILM FORMING,HAIR FIXING"
<http://example.org/cosing/ref/98212>	43	"CANNABIGEROL"	"https://identifiers.org/cas/25654-31-3"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/33902>	43	"EUCALYPTOL"	"https://identifiers.org/cas/470-82-6"	"DENATURANT,TONIC,PERFUMING"
<http://example.org/cosing/ref/34017>	43	"GLUTAMIC ACID"	"https://identifiers.org/cas/56-86-0"	"HAIR CONDITIONING,ANTISTATIC,HUMECTANT"
<http://example.org/cosing/ref/59379>	43	"SODIUM NITRATE"	"https://identifiers.org/cas/7631-99-4"	"SOOTHING,ORAL CARE"
<http://example.org/cosing/ref/32812>	42	"CI 77002"	"https://identifiers.org/cas/21645-51-2"	"COLORANT"
<http://example.org/cosing/ref/74215>	42	"ALUMINUM HYDROXIDE"	"https://identifiers.org/cas/21645-51-2"	"SKIN CONDITIONING - EMOLLIENT,SKIN PROTECTING,OPACIFYING,VISCOSITY CONTROLLING,HUMECTANT"
<http://example.org/cosing/ref/85428>	42	"OSTHOLE"	"https://identifiers.org/cas/484-12-8"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/92937>	42	"LUPEOL"	"https://identifiers.org/cas/545-47-1"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/58073>	42	"PAEONOL"	"https://identifiers.org/cas/552-41-0"	"ANTIOXIDANT,SKIN CONDITIONING"
<http://example.org/cosing/ref/35277>	42	"METHYL ASPARTIC ACID"	"https://identifiers.org/cas/6384-92-5"	"HAIR CONDITIONING,ANTISTATIC,SKIN CONDITIONING"
<http://example.org/cosing/ref/54201>	42	"3,4-DIHYDROXYBENZOIC ACID"	"https://identifiers.org/cas/99-50-3"	"SKIN PROTECTING"
<http://example.org/cosing/ref/93315>	41	"SYRINGIC ACID"	"https://identifiers.org/cas/530-57-4"	"ANTIOXIDANT"
<http://example.org/cosing/ref/31840>	41	"AMMONIUM ACETATE"	"https://identifiers.org/cas/631-61-8"	"BUFFERING"
<http://example.org/cosing/ref/34680>	41	"ISOPROPYL ALCOHOL"	"https://identifiers.org/cas/67-63-0"	"ANTIFOAMING,SOLVENT,VISCOSITY CONTROLLING,PERFUMING"
<http://example.org/cosing/ref/56349>	41	"HEMA"	"https://identifiers.org/cas/868-77-9"	"NAIL SCULPTING"
<http://example.org/cosing/ref/31470>	41	"1-NAPHTHOL"	"https://identifiers.org/cas/90-15-3"	"HAIR DYEING"
<http://example.org/cosing/ref/41306>	40	"ZINGERONE"	"https://identifiers.org/cas/122-48-5"	"PERFUMING"
<http://example.org/cosing/ref/32857>	40	"CITRAL"	"https://identifiers.org/cas/5392-40-5"	"FLAVOURING,PERFUMING"
<http://example.org/cosing/ref/32816>	40	"CI 77120"	"https://identifiers.org/cas/7727-43-7"	"COLORANT"
<http://example.org/cosing/ref/32059>	40	"BARIUM SULFATE"	"https://identifiers.org/cas/7727-43-7"	"COLORANT,OPACIFYING"
<http://example.org/cosing/ref/37660>	39	"SERINE"	"https://identifiers.org/cas/56-45-1"	"HAIR CONDITIONING,ANTISTATIC,FRAGRANCE,SKIN CONDITIONING"
<http://example.org/cosing/ref/95931>	39	"STYRENE OXIDE"	"https://identifiers.org/cas/96-09-3"	"NOT REPORTED"
<http://example.org/cosing/ref/80292>	39	"TREHALOSE"	"https://identifiers.org/cas/99-20-7"	"HUMECTANT,MOISTURISING"
<http://example.org/cosing/ref/95269>	38	"MELAMINE"	"https://identifiers.org/cas/108-78-1"	"NOT REPORTED"
<http://example.org/cosing/ref/87071>	38	"ORIDONIN"	"https://identifiers.org/cas/28957-04-2"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/38191>	38	"SORBITOL"	"https://identifiers.org/cas/50-70-4"	"FRAGRANCE,SKIN CONDITIONING,HUMECTANT,PERFUMING"
<http://example.org/cosing/ref/88079>	38	"THIOUREA"	"https://identifiers.org/cas/62-56-6"	"ANTIMICROBIAL,HUMECTANT"
<http://example.org/cosing/ref/95495>	38	"PYRROLOQUINOLINE QUINONE"	"https://identifiers.org/cas/72909-34-3"	"SKIN PROTECTING,ANTIOXIDANT,SKIN CONDITIONING,HUMECTANT"
<http://example.org/cosing/ref/32068>	37	"BASIC BLUE 9"	"https://identifiers.org/cas/61-73-4"	"HAIR DYEING"
<http://example.org/cosing/ref/35585>	37	"OCTOCRYLENE"	"https://identifiers.org/cas/6197-30-4"	"UV ABSORBER,UV FILTER,LIGHT STABILIZER"
<http://example.org/cosing/ref/41125>	37	"TETRADECANE"	"https://identifiers.org/cas/629-59-4"	"PERFUMING"
<http://example.org/cosing/ref/80442>	37	"TROXERUTIN"	"https://identifiers.org/cas/7085-55-4"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/37980>	37	"SODIUM NITRITE"	"https://identifiers.org/cas/7632-00-0"	"ANTICORROSIVE"
<http://example.org/cosing/ref/57730>	37	"ITRACONAZOLE"	"https://identifiers.org/cas/84625-61-6"	"ANTIMICROBIAL"
<http://example.org/cosing/ref/74302>	36	"ANETHOLE"	"https://identifiers.org/cas/104-46-1"	"DENATURANT,FRAGRANCE"
<http://example.org/cosing/ref/85758>	36	"ICARISIDE II"	"https://identifiers.org/cas/113558-15-9"	"SKIN CONDITIONING - EMOLLIENT,SKIN PROTECTING,ANTIOXIDANT,BLEACHING,SKIN CONDITIONING"
<http://example.org/cosing/ref/75367>	36	"CINNAMIC ACID"	"https://identifiers.org/cas/140-10-3"	"SKIN CONDITIONING,PERFUMING"
<http://example.org/cosing/ref/57698>	36	"MANGOSTIN"	"https://identifiers.org/cas/6147-11-1"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/38838>	35	"UREA"	"https://identifiers.org/cas/57-13-6"	"ANTISTATIC,BUFFERING,SKIN CONDITIONING,HUMECTANT"
<http://example.org/cosing/ref/35275>	35	"METHYL ALCOHOL"	"https://identifiers.org/cas/67-56-1"	"DENATURANT,SOLVENT"
<http://example.org/cosing/ref/32858>	35	"CITRIC ACID"	"https://identifiers.org/cas/77-92-9"	"BUFFERING,FRAGRANCE,CHELATING"
<http://example.org/cosing/ref/79232>	34	"PYRUVIC ACID"	"https://identifiers.org/cas/127-17-3"	"FRAGRANCE"
<http://example.org/cosing/ref/83530>	34	"DIOSMETIN"	"https://identifiers.org/cas/520-34-3"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/95275>	33	"EPICHLOROHYDRIN"	"https://identifiers.org/cas/106-89-8"	"NOT REPORTED"
<http://example.org/cosing/ref/34931>	33	"LAURIC ACID"	"https://identifiers.org/cas/143-07-7"	"CLEANSING,SURFACTANT - CLEANSING,SURFACTANT - EMULSIFYING"
<http://example.org/cosing/ref/34152>	33	"GLYCYRRHETINIC ACID"	"https://identifiers.org/cas/471-53-4"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/34157>	32	"GLYOXAL"	"https://identifiers.org/cas/107-22-2"	"ANTIMICROBIAL,PERFUMING"
<http://example.org/cosing/ref/32439>	32	"CARBON DIOXIDE"	"https://identifiers.org/cas/124-38-9"	"PROPELLANT"
<http://example.org/cosing/ref/33926>	32	"FERRIC CITRATE"	"https://identifiers.org/cas/3522-50-7"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/91886>	32	"RHEIN"	"https://identifiers.org/cas/478-43-3"	"ANTIMICROBIAL"
<http://example.org/cosing/ref/74121>	32	"4-TERPINEOL"	"https://identifiers.org/cas/562-74-3"	"FRAGRANCE"
<http://example.org/cosing/ref/56371>	31	"HEXAMETHYLINDANOPYRAN"	"https://identifiers.org/cas/1222-05-5"	"FRAGRANCE,PERFUMING"
<http://example.org/cosing/ref/37459>	31	"QUININE"	"https://identifiers.org/cas/130-95-0"	"HAIR CONDITIONING,DENATURANT,FRAGRANCE"
<http://example.org/cosing/ref/82444>	31	"PEONIFLORIN"	"https://identifiers.org/cas/23180-57-6"	"SKIN PROTECTING"
<http://example.org/cosing/ref/33741>	31	"DROMETRIZOLE"	"https://identifiers.org/cas/2440-22-4"	"UV ABSORBER"
<http://example.org/cosing/ref/87059>	31	"GASTRODIN"	"https://identifiers.org/cas/62499-27-8"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/31812>	30	"ALUMINUM SULFATE"	"https://identifiers.org/cas/10043-01-3"	"ANTIPERSPIRANT,DEODORANT,ASTRINGENT"
<http://example.org/cosing/ref/88262>	30	"AMENTOFLAVONE"	"https://identifiers.org/cas/1617-53-4"	"ANTIOXIDANT,BLEACHING"
<http://example.org/cosing/ref/96140>	30	"SILICON"	"https://identifiers.org/cas/7440-21-3"	"ABRASIVE"
<http://example.org/cosing/ref/95282>	30	"N-VINYL PYRROLIDONE"	"https://identifiers.org/cas/88-12-0"	"NOT REPORTED"
<http://example.org/cosing/ref/32053>	29	"BAKUCHIOL"	"https://identifiers.org/cas/10309-37-2"	"ANTIMICROBIAL,SKIN CONDITIONING - EMOLLIENT,ANTIOXIDANT,SKIN CONDITIONING"
<http://example.org/cosing/ref/79887>	29	"SODIUM OLEATE"	"https://identifiers.org/cas/143-19-1"	"CLEANSING,VISCOSITY CONTROLLING,SURFACTANT - CLEANSING,SURFACTANT - EMULSIFYING"
<http://example.org/cosing/ref/33875>	29	"ETHYLHEXYL DIMETHYL PABA"	"https://identifiers.org/cas/21245-02-3"	"UV ABSORBER,UV FILTER,LIGHT STABILIZER"
<http://example.org/cosing/ref/41492>	29	"ROSE KETONE-4"	"https://identifiers.org/cas/23696-85-7"	"PERFUMING"
<http://example.org/cosing/ref/83487>	29	"TANGERITIN"	"https://identifiers.org/cas/481-53-8"	"ANTIOXIDANT,SKIN CONDITIONING"
<http://example.org/cosing/ref/57689>	29	"MANGANESE SULFATE"	"https://identifiers.org/cas/7785-87-7"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/39480>	28	"DECADIENAL"	"https://identifiers.org/cas/2363-88-4"	"PERFUMING"
<http://example.org/cosing/ref/87367>	28	"PHENYL T-BUTYLNITRONE"	"https://identifiers.org/cas/3376-24-7"	"ANTIOXIDANT"
<http://example.org/cosing/ref/37269>	28	"PROPYLENE GLYCOL"	"https://identifiers.org/cas/57-55-6"	"SOLVENT,VISCOSITY CONTROLLING,SKIN CONDITIONING,HUMECTANT"
<http://example.org/cosing/ref/83267>	28	"CHLOROACETIC ACID"	"https://identifiers.org/cas/79-11-8"	"KERATOLYTIC"
<http://example.org/cosing/ref/41528>	28	"BENZOYL PEROXIDE"	"https://identifiers.org/cas/94-36-0"	"OXIDISING"
<http://example.org/cosing/ref/74467>	27	"BENZOPHENONE"	"https://identifiers.org/cas/119-61-9"	"UV ABSORBER,FRAGRANCE"
<http://example.org/cosing/ref/91425>	27	"MYRICITRIN"	"https://identifiers.org/cas/17912-87-7"	"SKIN PROTECTING,ANTIOXIDANT"
<http://example.org/cosing/ref/85102>	27	"OXIDIZED GLUTATHIONE"	"https://identifiers.org/cas/27025-41-8"	"SKIN CONDITIONING - EMOLLIENT,SKIN CONDITIONING"
<http://example.org/cosing/ref/83644>	27	"BERGENIN"	"https://identifiers.org/cas/477-90-7"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/87166>	27	"FULVIC ACID"	"https://identifiers.org/cas/479-66-3"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/34117>	27	"GLYCINE"	"https://identifiers.org/cas/56-40-6"	"HAIR CONDITIONING,ANTISTATIC,BUFFERING,SKIN CONDITIONING"
<http://example.org/cosing/ref/92347>	27	"BUTTER"	"https://identifiers.org/cas/8029-34-3"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/31742>	27	"BUTYRUM"	"https://identifiers.org/cas/8029-34-3"	"SKIN CONDITIONING - EMOLLIENT"
<http://example.org/cosing/ref/36556>	27	"PHYTONADIONE"	"https://identifiers.org/cas/84-80-0"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/96601>	27	"FUCOIDAN"	"https://identifiers.org/cas/9072-19-9"	"ANTIOXIDANT,SKIN CONDITIONING"
<http://example.org/cosing/ref/32009>	26	"ASIATIC ACID"	"https://identifiers.org/cas/464-92-6"	"SKIN CONDITIONING,LIGHT STABILIZER"
<http://example.org/cosing/ref/59092>	26	"PERILLYL ALCOHOL"	"https://identifiers.org/cas/536-59-4"	"ANTIMICROBIAL,SKIN PROTECTING,ANTIOXIDANT,FRAGRANCE,PERFUMING"
<http://example.org/cosing/ref/94646>	26	"DECURSIN"	"https://identifiers.org/cas/5928-25-6"	"SKIN CONDITIONING - EMOLLIENT,SKIN PROTECTING,ANTIOXIDANT,SKIN CONDITIONING"
<http://example.org/cosing/ref/94396>	26	"CORDYCEPIN"	"https://identifiers.org/cas/73-03-0"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/56779>	26	"ISATIN"	"https://identifiers.org/cas/91-56-5"	"HAIR DYEING"
<http://example.org/cosing/ref/94540>	25	"NICOTINAMIDE MONONUCLEOTIDE"	"https://identifiers.org/cas/1094-61-7"	"ANTIOXIDANT"
<http://example.org/cosing/ref/37267>	25	"PROPYL GALLATE"	"https://identifiers.org/cas/121-79-9"	"ANTIOXIDANT,PERFUMING"
<http://example.org/cosing/ref/35333>	25	"METHYLCHLOROISOTHIAZOLINONE"	"https://identifiers.org/cas/26172-55-4"	"PRESERVATIVE"
<http://example.org/cosing/ref/54296>	25	"ALLETHRINS"	"https://identifiers.org/cas/28434-00-6"	"FRAGRANCE,SKIN CONDITIONING"
<http://example.org/cosing/ref/31484>	25	"2,7-NAPHTHALENEDIOL"	"https://identifiers.org/cas/582-17-2"	"HAIR DYEING"
<http://example.org/cosing/ref/35088>	25	"MAGNESIUM CHLORIDE"	"https://identifiers.org/cas/7786-30-3"	"VISCOSITY CONTROLLING"
<http://example.org/cosing/ref/33899>	24	"ETHYLPARABEN"	"https://identifiers.org/cas/120-47-8"	"PRESERVATIVE,FRAGRANCE"
<http://example.org/cosing/ref/74472>	24	"BENZOPHENONE-2"	"https://identifiers.org/cas/131-55-5"	"UV ABSORBER,FRAGRANCE"
<http://example.org/cosing/ref/39018>	24	"ALLYLANISOLE"	"https://identifiers.org/cas/140-67-0"	"PERFUMING"
<http://example.org/cosing/ref/59584>	24	"PLATINUM POWDER"	"https://identifiers.org/cas/7440-06-4"	"ABRASIVE,SKIN CONDITIONING"
<http://example.org/cosing/ref/89486>	24	"PLATINUM"	"https://identifiers.org/cas/7440-06-4"	"ANTIMICROBIAL,ANTIOXIDANT,SKIN CONDITIONING"
<http://example.org/cosing/ref/83652>	24	"COLLOIDAL PLATINUM"	"https://identifiers.org/cas/7440-06-4"	"ANTIMICROBIAL,DEODORANT,ANTIOXIDANT"
<http://example.org/cosing/ref/35733>	24	"O-PHENYLPHENOL"	"https://identifiers.org/cas/90-43-7"	"PRESERVATIVE"
<http://example.org/cosing/ref/75378>	23	"CITRONELLAL"	"https://identifiers.org/cas/106-23-0"	"FRAGRANCE"
<http://example.org/cosing/ref/93148>	23	"MAGNESIUM LITHOSPERMATE B"	"https://identifiers.org/cas/122021-74-3"	"ANTIMICROBIAL,HAIR CONDITIONING,SKIN PROTECTING,ANTIOXIDANT,HUMECTANT"
<http://example.org/cosing/ref/32137>	23	"BENZOPHENONE-1"	"https://identifiers.org/cas/131-56-6"	"UV ABSORBER"
<http://example.org/cosing/ref/37736>	23	"SODIUM BICARBONATE"	"https://identifiers.org/cas/144-55-8"	"DEODORANT,ORAL CARE,SKIN PROTECTING,ABRASIVE,BUFFERING"
<http://example.org/cosing/ref/87157>	23	"SPIRAEOSIDE"	"https://identifiers.org/cas/20229-56-5"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/80325>	23	"TRIDECETH-3 CARBOXYLIC ACID"	"https://identifiers.org/cas/24938-91-8"	"CLEANSING,FOAMING,SURFACTANT - CLEANSING"
<http://example.org/cosing/ref/80313>	23	"TRIDECETH-10"	"https://identifiers.org/cas/24938-91-8"	"CLEANSING,SURFACTANT - CLEANSING"
<http://example.org/cosing/ref/80315>	23	"TRIDECETH-11"	"https://identifiers.org/cas/24938-91-8"	"CLEANSING,SURFACTANT - CLEANSING"
<http://example.org/cosing/ref/80323>	23	"TRIDECETH-21"	"https://identifiers.org/cas/24938-91-8"	"CLEANSING,SURFACTANT - CLEANSING"
<http://example.org/cosing/ref/80329>	23	"TRIDECETH-50"	"https://identifiers.org/cas/24938-91-8"	"CLEANSING,SURFACTANT - CLEANSING,SURFACTANT - EMULSIFYING"
<http://example.org/cosing/ref/80322>	23	"TRIDECETH-20"	"https://identifiers.org/cas/24938-91-8"	"CLEANSING,SURFACTANT - EMULSIFYING"
<http://example.org/cosing/ref/80316>	23	"TRIDECETH-12"	"https://identifiers.org/cas/24938-91-8"	"SURFACTANT - CLEANSING,SURFACTANT - EMULSIFYING"
<http://example.org/cosing/ref/80317>	23	"TRIDECETH-15"	"https://identifiers.org/cas/24938-91-8"	"SURFACTANT - CLEANSING,SURFACTANT - EMULSIFYING"
<http://example.org/cosing/ref/59816>	23	"TRIDECETH-18"	"https://identifiers.org/cas/24938-91-8"	"SURFACTANT - CLEANSING,SURFACTANT - EMULSIFYING"
<http://example.org/cosing/ref/80324>	23	"TRIDECETH-3"	"https://identifiers.org/cas/24938-91-8"	"SURFACTANT - CLEANSING,SURFACTANT - EMULSIFYING"
<http://example.org/cosing/ref/59817>	23	"TRIDECETH-4"	"https://identifiers.org/cas/24938-91-8"	"SURFACTANT - CLEANSING,SURFACTANT - EMULSIFYING"
<http://example.org/cosing/ref/80328>	23	"TRIDECETH-5"	"https://identifiers.org/cas/24938-91-8"	"SURFACTANT - CLEANSING,SURFACTANT - EMULSIFYING"
<http://example.org/cosing/ref/80330>	23	"TRIDECETH-6"	"https://identifiers.org/cas/24938-91-8"	"SURFACTANT - CLEANSING,SURFACTANT - EMULSIFYING"
<http://example.org/cosing/ref/80332>	23	"TRIDECETH-7"	"https://identifiers.org/cas/24938-91-8"	"SURFACTANT - CLEANSING,SURFACTANT - EMULSIFYING"
<http://example.org/cosing/ref/80334>	23	"TRIDECETH-8"	"https://identifiers.org/cas/24938-91-8"	"SURFACTANT - CLEANSING,SURFACTANT - EMULSIFYING"
<http://example.org/cosing/ref/80335>	23	"TRIDECETH-9"	"https://identifiers.org/cas/24938-91-8"	"SURFACTANT - CLEANSING,SURFACTANT - EMULSIFYING"
<http://example.org/cosing/ref/80320>	23	"TRIDECETH-2"	"https://identifiers.org/cas/24938-91-8"	"SURFACTANT - EMULSIFYING"
<http://example.org/cosing/ref/37735>	23	"SODIUM BENZOATE"	"https://identifiers.org/cas/532-32-1"	"ANTICORROSIVE,PRESERVATIVE,FRAGRANCE"
<http://example.org/cosing/ref/74314>	23	"ARGININE"	"https://identifiers.org/cas/74-79-3"	"HAIR CONDITIONING,ANTISTATIC,FRAGRANCE,SKIN CONDITIONING"
<http://example.org/cosing/ref/83858>	23	"THEOBROMA CACAO SEED EXTRACT"	"https://identifiers.org/cas/8002-31-1"	"ANTIOXIDANT"
<http://example.org/cosing/ref/60291>	23	"THEOBROMA CACAO SEED BUTTER"	"https://identifiers.org/cas/8002-31-1"	"SKIN CONDITIONING - EMOLLIENT,SKIN PROTECTING,FRAGRANCE,SKIN CONDITIONING"
<http://example.org/cosing/ref/93242>	23	"HYDROLYZED THEOBROMA CACAO SEED BUTTER"	"https://identifiers.org/cas/8002-31-1"	"SURFACTANT - FOAM BOOSTING,SKIN CONDITIONING - EMOLLIENT,CLEANSING,SKIN CONDITIONING,SURFACTANT - CLEANSING"
<http://example.org/cosing/ref/38946>	23	"ZEA MAYS STARCH"	"https://identifiers.org/cas/9005-25-8"	"ABSORBENT,ANTICAKING,SKIN PROTECTING,ABRASIVE,VISCOSITY CONTROLLING"
<http://example.org/cosing/ref/80436>	23	"TRITICUM VULGARE STARCH"	"https://identifiers.org/cas/9005-25-8"	"ABSORBENT,BULKING,ABRASIVE,VISCOSITY CONTROLLING,BINDING"
<http://example.org/cosing/ref/35757>	23	"ORYZA SATIVA STARCH"	"https://identifiers.org/cas/9005-25-8"	"ABSORBENT,BULKING,VISCOSITY CONTROLLING,BINDING"
<http://example.org/cosing/ref/78524>	23	"SOLANUM TUBEROSUM STARCH"	"https://identifiers.org/cas/9005-25-8"	"ABSORBENT,BULKING,VISCOSITY CONTROLLING,BINDING"
<http://example.org/cosing/ref/82766>	23	"PUERARIA LOBATA STARCH"	"https://identifiers.org/cas/9005-25-8"	"ABSORBENT,OPACIFYING"
<http://example.org/cosing/ref/74532>	23	"AVENA SATIVA STARCH"	"https://identifiers.org/cas/9005-25-8"	"ABSORBENT,VISCOSITY CONTROLLING"
<http://example.org/cosing/ref/60067>	23	"TAPIOCA STARCH"	"https://identifiers.org/cas/9005-25-8"	"VISCOSITY CONTROLLING"
<http://example.org/cosing/ref/32861>	22	"CITRONELLOL"	"https://identifiers.org/cas/106-22-9"	"PERFUMING"
<http://example.org/cosing/ref/86005>	22	"HYDROGEN"	"https://identifiers.org/cas/1333-74-0"	"ANTIOXIDANT"
<http://example.org/cosing/ref/40876>	22	"NEROLIDOL ISOMERS"	"https://identifiers.org/cas/7212-44-4"	"PERFUMING"
<http://example.org/cosing/ref/37740>	22	"SODIUM BISULFITE"	"https://identifiers.org/cas/7631-90-5"	"REDUCING,HAIR WAVING OR STRAIGHTENING,ANTIOXIDANT,PRESERVATIVE"
<http://example.org/cosing/ref/37956>	22	"SODIUM METABISULFITE"	"https://identifiers.org/cas/7681-57-4"	"REDUCING,ANTIOXIDANT,PRESERVATIVE"
<http://example.org/cosing/ref/37014>	22	"POTASSIUM PERSULFATE"	"https://identifiers.org/cas/7727-21-1"	"OXIDISING"
<http://example.org/cosing/ref/34118>	22	"GLYCINE SOJA EXTRACT"	"https://identifiers.org/cas/8001-22-7"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/34121>	22	"GLYCINE SOJA OIL"	"https://identifiers.org/cas/8001-22-7"	"SKIN CONDITIONING - EMOLLIENT,SKIN CONDITIONING,PERFUMING"
<http://example.org/cosing/ref/82445>	22	"LINUM USITATISSIMUM SEED FLOUR"	"https://identifiers.org/cas/8001-26-1"	"ABSORBENT,BULKING,ABRASIVE,VISCOSITY CONTROLLING"
<http://example.org/cosing/ref/57296>	22	"LINUM USITATISSIMUM FLOWER EXTRACT"	"https://identifiers.org/cas/8001-26-1"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/82646>	22	"LINUM USITATISSIMUM HULL EXTRACT"	"https://identifiers.org/cas/8001-26-1"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/84875>	22	"LINUM USITATISSIMUM SEED POWDER"	"https://identifiers.org/cas/8001-26-1"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/57297>	22	"LINUM USITATISSIMUM SEED EXTRACT"	"https://identifiers.org/cas/8001-26-1"	"SKIN CONDITIONING,PERFUMING"
<http://example.org/cosing/ref/57298>	22	"LINUM USITATISSIMUM SEED OIL"	"https://identifiers.org/cas/8001-26-1"	"SKIN CONDITIONING,PERFUMING"
<http://example.org/cosing/ref/57294>	22	"LINSEED OIL ASCORBATE ESTERS"	"https://identifiers.org/cas/8001-26-1"	"SKIN PROTECTING,ANTIOXIDANT,SKIN CONDITIONING"
<http://example.org/cosing/ref/82434>	21	"THYMIDINE"	"https://identifiers.org/cas/50-89-5"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/33526>	21	"DIOSMINE"	"https://identifiers.org/cas/520-27-4"	"ANTIOXIDANT"
<http://example.org/cosing/ref/91933>	21	"NITROFURAZONE"	"https://identifiers.org/cas/59-87-0"	"ANTIMICROBIAL"
<http://example.org/cosing/ref/60243>	21	"TETRAMETHRIN"	"https://identifiers.org/cas/7696-12-0"	"ANTIMICROBIAL"
<http://example.org/cosing/ref/35507>	21	"NITROGEN"	"https://identifiers.org/cas/7727-37-9"	"PROPELLANT"
<http://example.org/cosing/ref/95928>	21	"PHTHALIC ANHYDRIDE"	"https://identifiers.org/cas/85-44-9"	"NOT REPORTED"
<http://example.org/cosing/ref/79313>	20	"SUCCINIC ACID"	"https://identifiers.org/cas/110-15-6"	"BUFFERING,FRAGRANCE"
<http://example.org/cosing/ref/34020>	20	"GLUTARAL"	"https://identifiers.org/cas/111-30-8"	"PRESERVATIVE,FRAGRANCE"
<http://example.org/cosing/ref/95661>	20	"VANILLIC ACID"	"https://identifiers.org/cas/121-34-6"	"NOT REPORTED"
<http://example.org/cosing/ref/35383>	20	"MIXED IONONES"	"https://identifiers.org/cas/14901-07-6|https://identifiers.org/cas/6901-97-9"	"FRAGRANCE,PERFUMING"
<http://example.org/cosing/ref/96932>	20	"OLEUROPEIN"	"https://identifiers.org/cas/32619-42-4"	"HAIR CONDITIONING,HAIR WAVING OR STRAIGHTENING,ANTIOXIDANT,HAIR FIXING"
<http://example.org/cosing/ref/97223>	20	"GINSENOSIDE RD"	"https://identifiers.org/cas/52705-93-8"	"ANTIOXIDANT"
<http://example.org/cosing/ref/38478>	20	"T-BUTYL ALCOHOL"	"https://identifiers.org/cas/75-65-0"	"DENATURANT,SOLVENT,PERFUMING"
<http://example.org/cosing/ref/79445>	20	"QUINIC ACID"	"https://identifiers.org/cas/77-95-2"	"BUFFERING"
<http://example.org/cosing/ref/77669>	20	"OCTOXYNOL-16"	"https://identifiers.org/cas/9002-93-1"	"CLEANSING,SURFACTANT - CLEANSING,SURFACTANT - EMULSIFYING"
<http://example.org/cosing/ref/35592>	20	"OCTOXYNOL-20"	"https://identifiers.org/cas/9002-93-1"	"CLEANSING,SURFACTANT - CLEANSING,SURFACTANT - EMULSIFYING"
